path	size_bytes	sha256	kind	round	source
rounds/B699-D-i3-round16-matveev-effective-bridge-20260922/SHA256SUMS	1167	f8a6ac9c9d83519bc2611f0cf5a6198efad2aab6c05930f7fe27244f3d0a26ed	extracted_original_package_member	16	B699-D-i3-round16-matveev-effective-bridge-20260922.zip!/B699-D-i3-round16-matveev-effective-bridge-20260922/SHA256SUMS
rounds/B699-D-i3-round16-matveev-effective-bridge-20260922/SOURCES.md	817	213f70babcddb90d34b010b03997a3ad5750a68d6a94cb8d2bb3b6955b9b0457	extracted_original_package_member	16	B699-D-i3-round16-matveev-effective-bridge-20260922.zip!/B699-D-i3-round16-matveev-effective-bridge-20260922/SOURCES.md
rounds/B699-D-i3-round16-matveev-effective-bridge-20260922/SOURCE_ADOPTION.md	736	82df95f78d3fdded2522610117914b2ed9771e6d82f6e0e18ecdd0b3bcc28b21	extracted_original_package_member	16	B699-D-i3-round16-matveev-effective-bridge-20260922.zip!/B699-D-i3-round16-matveev-effective-bridge-20260922/SOURCE_ADOPTION.md
rounds/B699-D-i3-round16-matveev-effective-bridge-20260922/certificates/constants.json	1123	2f11135b21775c72bd2c9336aad0b84bd8396683a62ae9cb7cd128a14395d6c7	extracted_original_package_member	16	B699-D-i3-round16-matveev-effective-bridge-20260922.zip!/B699-D-i3-round16-matveev-effective-bridge-20260922/certificates/constants.json
rounds/B699-D-i3-round16-matveev-effective-bridge-20260922/evidence/verify.py	6529	cc13c2974ca5888bedf5dddb70cc7a4a99c09ba72002e3a10b7d258d32d9bc49	extracted_original_package_member	16	B699-D-i3-round16-matveev-effective-bridge-20260922.zip!/B699-D-i3-round16-matveev-effective-bridge-20260922/evidence/verify.py
rounds/B699-D-i3-round16-matveev-effective-bridge-20260922/outputs/replay.json	1670	57d8912b56a456ace32f6803a668434ff2f34669e3347ef899c4864db0ed8fd6	extracted_original_package_member	16	B699-D-i3-round16-matveev-effective-bridge-20260922.zip!/B699-D-i3-round16-matveev-effective-bridge-20260922/outputs/replay.json
rounds/B699-D-i3-round16-matveev-effective-bridge-20260922/outputs/replay.log	139	3eb7214fd09e7b6b6c64def623700d37295f0ee9ccce5b37946ee2c9308da6af	extracted_original_package_member	16	B699-D-i3-round16-matveev-effective-bridge-20260922.zip!/B699-D-i3-round16-matveev-effective-bridge-20260922/outputs/replay.log
rounds/B699-D-i3-round16-matveev-effective-bridge-20260922/replay.sh	89	85c69d2addaef598f76337db815b48557b754fb8699b9a331e25d8a410514d3b	extracted_original_package_member	16	B699-D-i3-round16-matveev-effective-bridge-20260922.zip!/B699-D-i3-round16-matveev-effective-bridge-20260922/replay.sh
rounds/B699-D-i3-round16-matveev-effective-bridge-20260922/sources/source_hashes.txt	359	5d42b36f45e1af99994bded19921522ef4e891e76cb5f6ccf72a904495d35d85	extracted_original_package_member	16	B699-D-i3-round16-matveev-effective-bridge-20260922.zip!/B699-D-i3-round16-matveev-effective-bridge-20260922/sources/source_hashes.txt
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/CONTENTS.md	1095	8e715077e049092b22fd2718f20b132fea75a3472a07616ce20bc57745777667	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/CONTENTS.md
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/FAILURES.md	1865	46a69f8430e408c0b31fd571c03771b0e899584c86d51475ef8fd80edd67fa22	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/FAILURES.md
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/FRONTIER.json	1958	f83c0211d5108dbbf0ef43f94b396410322492dcf5d7982f4ebcf299b4a4b2b2	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/FRONTIER.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/HANDOFF.md	1471	29b1a4c361a10df745fe5a4f4a785006e969741fe102ddd5c2c0856ce435fc2d	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/HANDOFF.md
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/MANIFEST.tsv	11617	55746c6077e5ad035a6fe5af4cc18340d3d2c7ab4f37d5ea4059eb41eddacf47	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/MANIFEST.tsv
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/PACKAGE_AUDIT.json	509	1c5dda649295a8c13854c5e8c105e2b273cc882c59421bda744f15bf2f9c0e9b	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/PACKAGE_AUDIT.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/PROOFS.md	9215	13c8f0506b5f6d1f40af3ccc76352a30585ca716a46787a4d30ad60c75b61c89	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/PROOFS.md
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/README.md	1174	903f75190a3e53dd5819525ce21c1eac0ad24e57594cac4aa3daf6e1a2409db5	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/README.md
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/REPLAY.md	1382	5501a406b88607dc05aa9a74997f261620ec2495a52664d3070bd9f40c064b4e	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/REPLAY.md
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/REPORT.md	4153	e6c4066969b38f9a44911934df7e08b21ccef5bba0fedd3cbbcd705694979a9a	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/REPORT.md
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/SHA256SUMS	11370	e745efcea69e0addd7940562c545cc00783a07e2c176afa1b41f4bc203b58ee0	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/SHA256SUMS
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/SOURCES.md	1118	bbfb41d6b496fa2f2a5dd0959558ba78f7539d50ffce928a0a4ca9dc890e5683	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/SOURCES.md
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/SOURCE_ADOPTION.md	985	c5fdeff6304feaf46b9876e8948447dcd77295b7e921e9b488d8ec8bd20b5953	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/SOURCE_ADOPTION.md
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/certificates/campaign_summary.json	5386	bcb08d2e24238cd25c67e190d7420b1759bd09b81c3cb12e153eaea41936952f	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/certificates/campaign_summary.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/certificates/crosscheck_samples.json	28524	c441cce42da95e5d76f06a0769d1529d77708035a2234b67d3b3238beec1664e	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/certificates/crosscheck_samples.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/certificates/fixed_m_small_w.json	45374	29f1dc24976261261d85ba3983f0a401acb05d099f64d4474f68c2f8fa83266b	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/certificates/fixed_m_small_w.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/evidence/probe.py	2154	215ab176de49c59ef7a96ec49f34857c0dcc68fc642767e69885dc90b28eec65	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/evidence/probe.py
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/evidence/row_oracle.cpp	864	3f2522e547df2a951133fe6f694fdbfb9f8b408c4c4e741476346b1a39fee752	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/evidence/row_oracle.cpp
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/evidence/run_full_campaign.py	2288	feeceb6dde91e5faf7c62f23e01fb459c2432799ed0b90257be5dd62cc7af2b1	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/evidence/run_full_campaign.py
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/evidence/scan_python_exact.py	1285	424d6506ec601662770e109f289a05d6e8dccf05f7692f99989afb5ce37fa4a5	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/evidence/scan_python_exact.py
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/evidence/scan_u128.cpp	3509	1b320fca9b16e0d30fed843b3e929bccdedd9056a7391c73daf9edf24bd3e7ec	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/evidence/scan_u128.cpp
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/evidence/scan_u128_chunk.cpp	3739	c58017f7f9ea33897b6922a5f0fa4b7856f9234180e2f9021fd2d597e080db26	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/evidence/scan_u128_chunk.cpp
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/evidence/verify_crosscheck.py	1317	b94ab2f529d1c9b047b3391b1a7a2cf8fdf15590df859652c1c730cd8a76615d	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/evidence/verify_crosscheck.py
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/evidence/verify_receipts.py	2606	6c28b33f2b1e57b26797981a561ad7ef14251eec702e6d2079c52e6eaa6802a8	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/evidence/verify_receipts.py
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/evidence/verify_small.py	2432	327e3566fd23778a2571143fa76323d1ca6b944558fac6bf7bbbc21090265539	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/evidence/verify_small.py
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/full_replay.sh	272	39c4d85aeb7f10792e30b80ed4210d3144101d590d03f956cff8bc483191e3a4	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/full_replay.sh
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/outputs/quick_crosscheck.log	41	bbf583084a3f102ab04274612cab9cc50e18fd94b3386a07efb5e09c1bd8a24f	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/outputs/quick_crosscheck.log
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/outputs/quick_receipts.log	203	df374fb446a6d90701bf117ea25b88454be8ea184a3dbffb24c84d71d9c006fa	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/outputs/quick_receipts.log
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/outputs/quick_replay.log	26	a374fdfc1d734b0bdabb54d8bf2b80a6ff823d4bea3147bec99ca5116b8db223	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/outputs/quick_replay.log
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/outputs/quick_small.log	121	f52712128952cff7f576290785326b721a06beb77672ec566f6fcfcdc033aab0	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/outputs/quick_small.log
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_000.json	118	3c8536753b9a8ce3684b030b3760e6ec4e524ab0767790258b8af7d7855cb359	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_000.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_001.json	124	d9b0aef403b952263e3d524a1c98441f26a65718f4597e240d819a7ecd8131aa	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_001.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_002.json	124	561fde86ca2c052e3bbe5c52192070230d2803a44fd34a84cac38293e6bdaa0e	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_002.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_003.json	125	6ff6c5b97236ef088072e9f51b912d41b6d9e63c53cdd037a37c686932f13cc9	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_003.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_004.json	125	fde8c6a1e27a85720fbf790063733e831a96d430c98e605e0d797907c7d650e5	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_004.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_005.json	125	7a19409498522a9dee055c65dfe5ecd8225327c695db7fbdc72153567d9e731f	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_005.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_006.json	125	03184997dbcffe0c30aff3a42a99c30c7ce5fbbc8e150631110e22d344ad4332	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_006.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_007.json	125	d17e60a548ba6bd3f44d280005c74067c5b1e94cf483a47b998e1a1a9611b184	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_007.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_008.json	125	820fd5b2a5d5be441f3f02ca944be83b38713d50e01237b9cb6165e49268807f	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_008.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_009.json	125	07751aedc4ecb57b5ed5e618f733f1b1fc88040a146cad3b8498699acdd92f48	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_009.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_010.json	125	3398824a09288349051e42394bd5cbb18f324b56c746bb7422d0a2a9f65c112f	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_010.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_011.json	125	3fb27610ea53789b87480c335ab4613acf9a346521fd13d23a9e1e8e699e4415	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_011.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_012.json	125	063970ec6cc279a3b615449254f744c16c99202a6ae491e766ea56570319e8aa	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_012.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_013.json	125	59e3132753e3889a03b638661fab12970c7b9432d8caf984e3049c8a4e987c61	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_013.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_014.json	125	21996e4c0a12abb29aa3a98567f6dbb944413790cfe8ffc1fae70df022b99d05	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_014.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_015.json	125	4605ba2c56109a212bcde2697b0e4dc7215f34694e04e953b534d9aae7d5d5ae	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_015.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_016.json	125	b62c768d159ad483f064719ba47434b463e0386b650a4c00e9941c8089589c55	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_016.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_017.json	125	cc8d65c40df0b7181c0d3c35b4152b02db6a0e54ec7cd254f518394170fe36fd	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_017.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_018.json	125	af1b325f9d3282d2ec04af75f008a52eb4a3acaf7c42cadef69fe832876f279e	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_018.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_019.json	125	b4571bf9b6586182ce209ac54105878aee21e16313ae14b150099ef6ce488880	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_019.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_020.json	125	9d6aaa662da66688ab62ccb3b4b67a741a65fb9de8cc3bffc62fc4f6d54267e5	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_020.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_021.json	125	ab8c2dda925fa969e863adc1596aa9902975f14493da290ffe98fe70883ed096	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_021.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_022.json	125	74ca58de076c70caec712c39674fe5fbdf30ed4931de231ee1994515956655cd	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_022.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_023.json	125	4306a30f7ddf10bd740ba1bba5ab1541f807f3b0c46fc0a19d7126d9c0000fb9	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_023.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_024.json	126	edd29428d92bbbc36eb85ff8e7d45ac66476d9904f51e3d74b076dd43f5ac308	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_024.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_025.json	126	a15a2d1c9f42b18e13ec211db1abc55054c0559881a76b83cddbccf1b30c3d78	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_025.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_026.json	126	b4d0cc0dde80320c111efb1ec840686ec313acc4b8abd6aad9b0575ac98147c2	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_026.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_027.json	126	8e558741c6fcc9c28057cf5a754742c3863218de8d3a086464caa193139e003e	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_027.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_028.json	126	37ec80b8ce034c51f53855cfa203d0a3490120ebc9af2b69efb1527a3c3856a1	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_028.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_029.json	126	4daa6fbecdc4c9265f1320dcafaed1185aa8ee16a44b0446a2f75cd8bec98d47	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_029.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_030.json	126	ac2c63f254e7e3a046cf020598899be251d0269da681c120f7f18d629b47fd42	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_030.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_031.json	126	a5768251a487aec68349e7bb8658e0fe59a85afc8e7f3e4407824a3abce15723	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho28/chunk_031.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_000.json	118	5440d38e8c5e2be7b7102e3c6d400fb14e944e87c9383e10a7eb806b085cd04e	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_000.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_001.json	124	fe138a5d65ff4eeb51c736e76fb1859a48b75a29be3d089d61c10ae4d5252fd1	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_001.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_002.json	124	f5e974685af7223d660db9b55b01ef9bb6d75d5955d915757ad16b95f95b3536	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_002.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_003.json	125	dae96a1ce7c77f2631a05df50e5a46556ab00afda6951cbb53262934182b4a94	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_003.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_004.json	125	7ae90d1ae8de9f8b72417fd2d812c2e14f070511c07a8811ffcc3d56867efd78	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_004.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_005.json	125	d46a3e8b5f5a9ff165180a76291e3ec5545e8691eb0a0e9f7cd0d27218c55820	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_005.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_006.json	125	730273b001f4ef24401c485ddac7e2d00d06bff9facbad9c03ca3ec707b634f2	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_006.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_007.json	125	2036ccbe8751720e452dc9c1d1429a7f2bc12bcf8c66e0c911c3e0131247c60a	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_007.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_008.json	125	1a9a8444aad20a651fbf0d2071e757be4b5f9c60a49fdf43e9bda58bb68656aa	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_008.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_009.json	125	cd4ee4ceed7ea4822edca6d363c439c56dc1f2c8409888342068dc630bb2b847	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_009.json
rounds/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_010.json	125	e5f8757aae1f3d8d21802fb5088c22690cf30749de4013d2bb5d6cc661a12762	extracted_original_package_member	17	B699-D-i3-round17-high-layer-rank-gap-20260922.zip!/B699-D-i3-round17-high-layer-rank-gap-20260922/receipts/rho29/chunk_010.json
