STATE 127 [12, 10, 9, 8, 6, 6] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=4553, misses=476, maxsize=None, currsize=476) secs 0.027444839477539062
STATE 129 [11, 10, 8, 7, 5, 6] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=11656, misses=1181, maxsize=None, currsize=1181) secs 0.06817889213562012
STATE 133 [9, 8, 7, 6, 4, 5] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=11854, misses=1197, maxsize=None, currsize=1197) secs 0.06926918029785156
STATE 133 [9, 8, 7, 6, 5, 4] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=13079, misses=1338, maxsize=None, currsize=1338) secs 0.0798346996307373
STATE 137 [7, 6, 5, 5, 3, 5] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=27137, misses=2514, maxsize=None, currsize=2514) secs 0.17976927757263184
STATE 137 [7, 6, 5, 5, 4, 4] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=85435, misses=5030, maxsize=None, currsize=5030) secs 0.35767245292663574
STATE 137 [7, 6, 6, 5, 3, 4] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=87924, misses=5248, maxsize=None, currsize=5248) secs 0.3778362274169922
STATE 138 [7, 6, 5, 4, 3, 4] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=92632, misses=5584, maxsize=None, currsize=5584) secs 0.4038071632385254
STATE 139 [6, 6, 5, 4, 3, 3] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=93757, misses=5681, maxsize=None, currsize=5681) secs 0.40952157974243164
STATE 142 [5, 4, 3, 3, 2, 4] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=105211, misses=6532, maxsize=None, currsize=6532) secs 0.45807528495788574
STATE 142 [5, 4, 4, 3, 2, 3] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=106491, misses=6634, maxsize=None, currsize=6634) secs 0.46425962448120117
STATE 142 [5, 4, 4, 3, 3, 2] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=106897, misses=6688, maxsize=None, currsize=6688) secs 0.4674692153930664
STATE 142 [5, 4, 4, 4, 2, 2] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=107193, misses=6725, maxsize=None, currsize=6725) secs 0.46976804733276367
STATE 143 [4, 4, 3, 3, 2, 3] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=211876, misses=10446, maxsize=None, currsize=10446) secs 0.7690839767456055
STATE 143 [4, 4, 3, 3, 3, 2] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=248852, misses=12105, maxsize=None, currsize=12105) secs 0.9009239673614502
STATE 143 [4, 4, 3, 4, 2, 2] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=260419, misses=12859, maxsize=None, currsize=12859) secs 0.9465656280517578
STATE 143 [4, 4, 4, 3, 2, 2] LEAVES 3 SURVIVE 1 CACHE CacheInfo(hits=266035, misses=13217, maxsize=None, currsize=13217) secs 0.969149112701416
STATE 145 [3, 3, 2, 3, 2, 2] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=297871, misses=14343, maxsize=None, currsize=14343) secs 1.0499136447906494
STATE 145 [3, 3, 3, 2, 2, 2] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=304083, misses=14654, maxsize=None, currsize=14654) secs 1.0694687366485596
STATE 145 [3, 3, 3, 3, 1, 2] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=305439, misses=14725, maxsize=None, currsize=14725) secs 1.073984146118164
STATE 147 [2, 2, 2, 2, 1, 2] LEAVES 3 SURVIVE 1 CACHE CacheInfo(hits=327666, misses=15554, maxsize=None, currsize=15554) secs 1.174764633178711
STATE 147 [2, 2, 2, 2, 2, 1] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=327763, misses=15559, maxsize=None, currsize=15559) secs 1.1752502918243408
STATE 147 [2, 2, 3, 2, 1, 1] LEAVES 1 SURVIVE 1 CACHE CacheInfo(hits=327785, misses=15559, maxsize=None, currsize=15559) secs 1.175628423690796
STATE 147 [2, 3, 2, 2, 1, 1] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=327786, misses=15559, maxsize=None, currsize=15559) secs 1.1758654117584229
STATE 148 [2, 2, 1, 1, 1, 2] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=346908, misses=16532, maxsize=None, currsize=16532) secs 1.2415587902069092
STATE 149 [1, 2, 1, 1, 0, 2] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=363535, misses=17436, maxsize=None, currsize=17436) secs 1.3006958961486816
STATE 149 [1, 2, 1, 1, 1, 1] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=374561, misses=17931, maxsize=None, currsize=17931) secs 1.33799409866333
STATE 149 [1, 2, 1, 2, 0, 1] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=382468, misses=18379, maxsize=None, currsize=18379) secs 1.366797685623169
STATE 149 [1, 2, 2, 1, 0, 1] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=383574, misses=18456, maxsize=None, currsize=18456) secs 1.3720545768737793
STATE 150 [1, 1, 1, 1, 0, 1] LEAVES 4 SURVIVE 0 CACHE CacheInfo(hits=386344, misses=18632, maxsize=None, currsize=18632) secs 1.384153127670288
STATE 151 [0, 1, 0, 1, 0, 1] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=423746, misses=19764, maxsize=None, currsize=19764) secs 1.4695847034454346
STATE 151 [0, 1, 0, 1, 1, 0] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=428515, misses=20011, maxsize=None, currsize=20011) secs 1.485551357269287
STATE 151 [0, 1, 1, 1, 0, 0] LEAVES 4 SURVIVE 0 CACHE CacheInfo(hits=429606, misses=20074, maxsize=None, currsize=20074) secs 1.4898037910461426
