STATE 127 [12, 10, 9, 8, 6, 6] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=4588, misses=482, maxsize=None, currsize=482) secs 0.02493762969970703
STATE 129 [11, 10, 8, 7, 5, 6] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=11728, misses=1190, maxsize=None, currsize=1190) secs 0.06536459922790527
STATE 133 [9, 8, 7, 6, 4, 5] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=11926, misses=1206, maxsize=None, currsize=1206) secs 0.06644272804260254
STATE 133 [9, 8, 7, 6, 5, 4] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=13151, misses=1347, maxsize=None, currsize=1347) secs 0.07466530799865723
STATE 137 [7, 6, 5, 5, 3, 5] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=27370, misses=2540, maxsize=None, currsize=2540) secs 0.14937758445739746
STATE 137 [7, 6, 5, 5, 4, 4] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=86272, misses=5088, maxsize=None, currsize=5088) secs 0.3134901523590088
STATE 137 [7, 6, 6, 5, 3, 4] LEAVES 2 SURVIVE 2 CACHE CacheInfo(hits=88826, misses=5306, maxsize=None, currsize=5306) secs 0.32679128646850586
STATE 138 [7, 6, 5, 4, 3, 4] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=93576, misses=5646, maxsize=None, currsize=5646) secs 0.3495168685913086
STATE 139 [6, 6, 5, 4, 3, 3] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=94721, misses=5746, maxsize=None, currsize=5746) secs 0.3568611145019531
STATE 142 [5, 4, 3, 3, 2, 4] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=106196, misses=6599, maxsize=None, currsize=6599) secs 0.41159820556640625
STATE 142 [5, 4, 4, 3, 2, 3] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=107479, misses=6701, maxsize=None, currsize=6701) secs 0.418257474899292
STATE 142 [5, 4, 4, 3, 3, 2] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=107885, misses=6755, maxsize=None, currsize=6755) secs 0.42157983779907227
STATE 142 [5, 4, 4, 4, 2, 2] LEAVES 2 SURVIVE 1 CACHE CacheInfo(hits=108201, misses=6794, maxsize=None, currsize=6794) secs 0.4241814613342285
STATE 143 [4, 4, 3, 3, 2, 3] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=213564, misses=10543, maxsize=None, currsize=10543) secs 0.6876280307769775
STATE 143 [4, 4, 3, 3, 3, 2] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=251024, misses=12229, maxsize=None, currsize=12229) secs 0.7987966537475586
STATE 143 [4, 4, 3, 4, 2, 2] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=262661, misses=12989, maxsize=None, currsize=12989) secs 0.8448281288146973
STATE 143 [4, 4, 4, 3, 2, 2] LEAVES 3 SURVIVE 3 CACHE CacheInfo(hits=268450, misses=13354, maxsize=None, currsize=13354) secs 0.8671839237213135
STATE 145 [3, 3, 2, 3, 2, 2] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=300352, misses=14483, maxsize=None, currsize=14483) secs 0.9456462860107422
STATE 145 [3, 3, 3, 2, 2, 2] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=306582, misses=14796, maxsize=None, currsize=14796) secs 0.9647459983825684
STATE 145 [3, 3, 3, 3, 1, 2] LEAVES 1 SURVIVE 1 CACHE CacheInfo(hits=307980, misses=14868, maxsize=None, currsize=14868) secs 0.9697558879852295
STATE 147 [2, 2, 2, 2, 1, 2] LEAVES 3 SURVIVE 2 CACHE CacheInfo(hits=330235, misses=15695, maxsize=None, currsize=15695) secs 1.0815200805664062
STATE 147 [2, 2, 2, 2, 2, 1] LEAVES 1 SURVIVE 1 CACHE CacheInfo(hits=330371, misses=15700, maxsize=None, currsize=15700) secs 1.0822761058807373
STATE 147 [2, 2, 3, 2, 1, 1] LEAVES 1 SURVIVE 1 CACHE CacheInfo(hits=330393, misses=15700, maxsize=None, currsize=15700) secs 1.082597017288208
STATE 147 [2, 3, 2, 2, 1, 1] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=330394, misses=15700, maxsize=None, currsize=15700) secs 1.0828051567077637
STATE 148 [2, 2, 1, 1, 1, 2] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=349487, misses=16668, maxsize=None, currsize=16668) secs 1.1529796123504639
STATE 149 [1, 2, 1, 1, 0, 2] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=366379, misses=17593, maxsize=None, currsize=17593) secs 1.2160937786102295
STATE 149 [1, 2, 1, 1, 1, 1] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=377500, misses=18093, maxsize=None, currsize=18093) secs 1.2517638206481934
STATE 149 [1, 2, 1, 2, 0, 1] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=385421, misses=18541, maxsize=None, currsize=18541) secs 1.2817182540893555
STATE 149 [1, 2, 2, 1, 0, 1] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=386535, misses=18619, maxsize=None, currsize=18619) secs 1.2880752086639404
STATE 150 [1, 1, 1, 1, 0, 1] LEAVES 4 SURVIVE 0 CACHE CacheInfo(hits=389367, misses=18800, maxsize=None, currsize=18800) secs 1.2996635437011719
STATE 151 [0, 1, 0, 1, 0, 1] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=426825, misses=19935, maxsize=None, currsize=19935) secs 1.4018073081970215
STATE 151 [0, 1, 0, 1, 1, 0] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=431612, misses=20183, maxsize=None, currsize=20183) secs 1.4191999435424805
STATE 151 [0, 1, 1, 1, 0, 0] LEAVES 4 SURVIVE 2 CACHE CacheInfo(hits=432787, misses=20250, maxsize=None, currsize=20250) secs 1.4244129657745361
STATE 152 [0, 0, 0, 0, 0, 1] LEAVES 4 SURVIVE 1 CACHE CacheInfo(hits=448221, misses=20931, maxsize=None, currsize=20931) secs 1.4708900451660156
