STATE 127 [12, 10, 9, 8, 6, 6] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=4541, misses=475, maxsize=None, currsize=475) secs 0.025950908660888672
STATE 129 [11, 10, 8, 7, 5, 6] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=11604, misses=1177, maxsize=None, currsize=1177) secs 0.06573772430419922
STATE 133 [9, 8, 7, 6, 4, 5] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=11802, misses=1193, maxsize=None, currsize=1193) secs 0.06684064865112305
STATE 133 [9, 8, 7, 6, 5, 4] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=13025, misses=1334, maxsize=None, currsize=1334) secs 0.07448577880859375
STATE 137 [7, 6, 5, 5, 3, 5] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=27072, misses=2511, maxsize=None, currsize=2511) secs 0.1433110237121582
STATE 137 [7, 6, 5, 5, 4, 4] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=85141, misses=5013, maxsize=None, currsize=5013) secs 0.30660533905029297
STATE 137 [7, 6, 6, 5, 3, 4] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=87623, misses=5231, maxsize=None, currsize=5231) secs 0.31914806365966797
STATE 138 [7, 6, 5, 4, 3, 4] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=92330, misses=5567, maxsize=None, currsize=5567) secs 0.3403644561767578
STATE 139 [6, 6, 5, 4, 3, 3] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=93455, misses=5664, maxsize=None, currsize=5664) secs 0.34911012649536133
STATE 142 [5, 4, 3, 3, 2, 4] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=104909, misses=6516, maxsize=None, currsize=6516) secs 0.4049680233001709
STATE 142 [5, 4, 4, 3, 2, 3] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=106189, misses=6618, maxsize=None, currsize=6618) secs 0.4156684875488281
STATE 142 [5, 4, 4, 3, 3, 2] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=106595, misses=6672, maxsize=None, currsize=6672) secs 0.42203569412231445
STATE 142 [5, 4, 4, 4, 2, 2] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=106891, misses=6709, maxsize=None, currsize=6709) secs 0.4258246421813965
STATE 143 [4, 4, 3, 3, 2, 3] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=211552, misses=10430, maxsize=None, currsize=10430) secs 0.7249844074249268
STATE 143 [4, 4, 3, 3, 3, 2] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=248463, misses=12085, maxsize=None, currsize=12085) secs 0.8369853496551514
STATE 143 [4, 4, 3, 4, 2, 2] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=259952, misses=12829, maxsize=None, currsize=12829) secs 0.8823561668395996
STATE 143 [4, 4, 4, 3, 2, 2] LEAVES 3 SURVIVE 0 CACHE CacheInfo(hits=265510, misses=13185, maxsize=None, currsize=13185) secs 0.9040374755859375
STATE 145 [3, 3, 2, 3, 2, 2] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=297135, misses=14302, maxsize=None, currsize=14302) secs 0.9836275577545166
STATE 145 [3, 3, 3, 2, 2, 2] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=303345, misses=14613, maxsize=None, currsize=14613) secs 1.0033130645751953
STATE 145 [3, 3, 3, 3, 1, 2] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=304707, misses=14685, maxsize=None, currsize=14685) secs 1.0082807540893555
STATE 147 [2, 2, 2, 2, 1, 2] LEAVES 3 SURVIVE 0 CACHE CacheInfo(hits=326890, misses=15514, maxsize=None, currsize=15514) secs 1.1265482902526855
STATE 147 [2, 2, 2, 2, 2, 1] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=326987, misses=15519, maxsize=None, currsize=15519) secs 1.1270620822906494
STATE 147 [2, 2, 3, 2, 1, 1] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=326988, misses=15519, maxsize=None, currsize=15519) secs 1.127213478088379
