STATE 127 [12, 10, 9, 8, 6, 6] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=4488, misses=468, maxsize=None, currsize=468) secs 0.024621963500976562
STATE 129 [11, 10, 8, 7, 5, 6] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=11539, misses=1170, maxsize=None, currsize=1170) secs 0.06258893013000488
STATE 133 [9, 8, 7, 6, 4, 5] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=11737, misses=1186, maxsize=None, currsize=1186) secs 0.06364154815673828
STATE 133 [9, 8, 7, 6, 5, 4] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=12938, misses=1322, maxsize=None, currsize=1322) secs 0.07100820541381836
STATE 137 [7, 6, 5, 5, 3, 5] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=26981, misses=2500, maxsize=None, currsize=2500) secs 0.13756752014160156
STATE 137 [7, 6, 5, 5, 4, 4] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=85077, misses=5010, maxsize=None, currsize=5010) secs 0.29839062690734863
STATE 137 [7, 6, 6, 5, 3, 4] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=87557, misses=5228, maxsize=None, currsize=5228) secs 0.310652494430542
STATE 138 [7, 6, 5, 4, 3, 4] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=92261, misses=5564, maxsize=None, currsize=5564) secs 0.33083605766296387
STATE 139 [6, 6, 5, 4, 3, 3] LEAVES 1 SURVIVE 0 CACHE CacheInfo(hits=93384, misses=5661, maxsize=None, currsize=5661) secs 0.3366522789001465
STATE 142 [5, 4, 3, 3, 2, 4] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=104778, misses=6510, maxsize=None, currsize=6510) secs 0.384920597076416
STATE 142 [5, 4, 4, 3, 2, 3] LEAVES 2 SURVIVE 0 CACHE CacheInfo(hits=106058, misses=6612, maxsize=None, currsize=6612) secs 0.3910508155822754
