B699_CUBIC_BLOCKS_V1	2	13	216	13	14000001	98	14000000	150	128
98	1	16	7
100	1	17	-11
102	2	17	-7
105	2	18	5
108	2	18	2
111	4	19	-7
116	4	20	-7
121	5	21	8
127	6	22	1
134	5	23	-8
140	2	24	-10
143	6	25	12
150	8	26	-6
159	6	27	-7
166	10	29	3
177	12	31	8
190	12	33	7
203	13	35	-6
217	15	38	-9
233	15	41	5
249	20	44	2
270	20	47	11
291	23	51	-2
315	26	56	-1
342	27	60	13
370	28	65	-3
399	36	71	-8
436	35	77	-1
472	42	84	11
515	49	92	-10
565	55	101	-10
621	59	111	-11
681	66	121	13
748	75	134	-3
824	81	147	-2
906	92	162	-2
999	103	179	4
1103	113	198	8
1217	125	218	2
1343	140	241	-13
1484	155	266	-5
1640	173	294	1
1814	193	326	-11
2008	215	361	-7
2224	235	399	8
2460	265	442	8
2726	292	490	5
3019	327	543	1
3347	362	602	1
3710	403	667	-8
4114	448	740	-7
4563	498	821	1
5062	554	911	-11
5617	616	1011	-7
6234	682	1122	11
6917	760	1245	-7
7678	844	1382	5
8523	938	1534	-2
9462	1041	1703	-7
10504	1155	1891	-4
11660	1284	2099	5
12945	1429	2331	-9
14375	1587	2589	-13
15963	1764	2875	-4
17728	1962	3193	8
19691	2178	3546	-9
21870	2421	3939	9
24292	2690	4375	1
26983	2987	4860	-10
29971	3319	5398	4
33291	3688	5996	11
36980	4099	6661	3
41080	4554	7400	1
45635	5061	8220	5
50697	5623	9132	10
56321	6249	10146	2
62571	6945	11272	1
69517	7716	12523	-9
77234	8572	13913	3
85807	9526	15458	-10
95334	10583	17174	12
105918	11760	19081	-3
117679	13067	21200	10
130747	14519	23554	3
145267	16131	26170	1
161399	17923	29076	2
179323	19915	32305	13
199239	22127	35893	-3
221367	24584	39880	12
245952	27317	44309	-4
273270	30355	49231	-4
303626	33728	54700	-1
337355	37473	60776	8
374829	41640	67528	6
416470	46267	75030	9
462738	51406	83365	1
514145	57119	92627	7
571265	63464	102917	5
634730	70515	114351	9
705246	78352	127055	4
783599	87056	141171	-1
870656	96731	156855	-1
967388	107478	174282	-2
1074867	119420	193646	-2
1194288	132689	215160	-13
1326978	147434	239066	-1
1474413	163813	265627	-7
1638227	182016	295140	6
1820244	202240	327932	-6
2022485	224710	364367	-1
2247196	249680	404851	13
2496877	277421	449833	11
2774299	308246	499813	7
3082546	342493	555346	4
3425040	380551	617050	-6
3805592	422834	685610	13
4228427	469816	761787	7
4698244	522019	846429	7
5220264	580020	940475	1
5800285	644466	1044971	3
6444752	716073	1161077	7
7160826	795634	1290084	-11
7956461	884039	1433425	-5
8840501	982270	1592693	4
9822772	1091409	1769657	-7
10914182	1212677	1966284	3
12126860	1347420	2184759	3
13474281	525719	2427509	-8
