B699_CUBIC_BLOCKS_V1	5	7	216	13	14000001	45	6029472	158	122
45	1	23	-1
47	1	24	-5
49	2	26	3
52	1	27	5
54	1	28	-2
56	2	29	9
59	2	31	-7
62	3	33	7
66	3	35	1
70	4	37	-3
75	5	40	-5
81	5	43	2
87	6	47	9
94	6	50	3
101	7	54	-8
109	8	59	-11
118	9	64	7
128	10	69	-2
139	11	75	1
151	13	82	-11
165	14	90	2
180	15	98	-1
196	18	107	-5
215	19	117	-1
235	22	128	13
258	25	141	7
284	27	155	3
312	30	171	-1
343	34	188	12
378	38	207	7
417	42	229	9
460	46	252	-1
507	51	278	6
559	58	307	-9
618	63	339	-2
682	72	375	7
755	79	415	-6
835	88	459	-11
924	99	508	13
1024	108	563	9
1133	121	623	-10
1255	136	691	11
1392	149	766	-9
1542	166	849	-8
1709	186	941	-11
1896	207	1044	-3
2104	230	1159	-5
2335	255	1286	-7
2591	283	1427	13
2875	314	1584	13
3190	350	1758	4
3541	389	1951	2
3931	432	2166	-11
4364	480	2405	6
4845	534	2670	5
5380	593	2965	4
5974	660	3293	-7
6635	733	3657	-10
7369	815	4062	-9
8185	905	4512	4
9091	1006	5011	7
10098	1118	5567	-2
11217	1243	6184	7
12461	1380	6869	5
13842	1534	7631	-11
15377	1704	8477	-7
17082	1894	9417	-4
18977	2103	10462	7
21081	2338	11622	6
23420	2597	12912	2
26018	2887	14345	10
28906	3207	15937	5
32114	3564	17706	10
35679	3960	19672	5
39640	4400	21856	9
44041	4889	24282	-9
48931	5433	26979	4
54365	6036	29975	4
60402	6706	33304	-12
67109	7452	37002	5
74562	8280	41111	-13
82843	9201	45678	-9
92045	10223	50751	6
102269	11359	56389	-7
113629	12622	62653	5
126252	14023	69613	7
140276	15582	77346	-8
155859	17313	85938	-7
173173	19238	95485	5
192412	21375	106093	-7
213788	23750	117879	1
237539	26389	130976	-8
263929	29321	145527	9
293251	32579	161695	-7
325831	36199	179659	7
362031	40220	199619	12
402252	44690	221797	6
446943	49656	246439	7
496600	55174	273820	-9
551775	61305	304243	1
613081	68116	338046	-11
681198	75684	375605	-11
756883	84095	417338	3
840979	93437	463707	2
934417	103820	515228	7
1038238	115355	572474	11
1153594	128173	636081	1
1281768	142415	706755	9
1424184	158238	785282	-5
1582423	175820	872533	-13
1758244	195357	969480	6
1953602	217062	1077198	11
2170665	241181	1196885	-9
2411847	267979	1329871	8
2679827	297755	1477633	7
2977583	330837	1641813	-1
3308421	367598	1824234	2
3676020	408442	2026925	-1
4084463	453825	2252137	-3
4538289	504250	2502373	2
5042540	560278	2780413	-7
5602819	426653	3089346	-5
