B699_CUBIC_BLOCKS_V1	2	11	216	13	14000001	92	14000000	141	131
92	0	16	-1
93	2	17	-11
96	1	17	1
98	3	18	13
102	0	18	11
103	3	19	2
107	2	19	-5
110	1	20	-3
112	0	20	-12
113	3	21	9
117	4	21	4
122	4	22	-7
127	3	23	-9
131	6	24	1
138	5	25	3
144	8	27	7
153	7	28	13
161	9	30	-13
171	10	32	13
182	11	34	-9
194	12	36	4
207	15	39	5
223	16	42	-8
240	17	45	-9
258	19	48	-4
278	20	52	3
299	23	56	1
323	27	61	1
351	29	66	-1
381	32	72	-10
414	38	79	1
453	40	86	9
494	46	94	-1
541	51	103	5
593	57	113	-4
651	62	124	12
714	69	136	-10
784	78	150	-11
863	87	165	7
951	96	182	8
1048	107	201	11
1156	120	222	-7
1277	133	245	-2
1411	146	271	-13
1558	162	299	-9
1721	178	330	13
1900	203	365	3
2104	223	404	10
2328	249	447	13
2578	279	496	7
2858	310	550	3
3169	342	609	-11
3512	381	676	-7
3894	424	749	-7
4319	471	831	13
4791	523	922	-1
5315	581	1023	1
5897	645	1135	-11
6543	718	1260	-12
7262	797	1398	-2
8060	886	1552	-11
8947	985	1723	-11
9933	1095	1913	1
11029	1214	2124	8
12244	1350	2358	-13
13595	1501	2619	-3
15097	1668	2908	-11
16766	1853	3230	1
18620	2060	3587	10
20681	2289	3984	5
22971	2542	4425	3
25514	2826	4916	-11
28341	3138	5460	-3
31480	3488	6065	-10
34969	3877	6738	-7
38847	4307	7485	6
43155	4784	8315	-11
47940	5316	9237	-1
53257	5906	10262	-12
59164	6564	11400	5
65729	7292	12665	10
73022	8105	14071	13
81128	9005	15633	-8
90134	10005	17368	11
100140	11119	19297	-11
111260	12352	21440	-13
123613	13725	23820	-2
137339	15250	26465	-7
152590	16944	29404	1
169535	18829	32670	1
188365	20921	36299	-8
209287	23243	40330	-6
232531	25828	44810	-11
258360	28695	49787	-6
287056	31886	55317	1
318943	35429	61462	8
354373	39365	68290	-7
393739	43738	75876	-10
437478	48598	84305	-3
486077	54001	93671	4
540079	59998	104077	12
600078	66667	115640	9
666746	74072	128487	-8
740819	82304	142762	7
823124	91449	158623	-4
914574	101609	176246	-11
1016184	112899	195827	5
1129084	125442	217584	5
1254527	139384	241759	3
1393912	154868	268619	13
1548781	172078	298464	-1
1720860	191194	331625	-11
1912055	212442	368471	-7
2124498	236047	409411	-11
2360546	262272	454899	3
2622819	291415	505442	-11
2914235	323792	561601	13
3238028	359773	623999	-6
3597802	399747	693331	1
3997550	444162	770366	-10
4441713	493515	855961	-1
4935229	548349	951066	-12
5483579	609276	1056739	-3
6092856	676973	1174152	-11
6769830	752195	1304612	1
7522026	835768	1449568	-3
8357795	928633	1610628	13
9286429	1031812	1789585	-9
10318242	1146463	1988426	-2
11464706	1273847	2209361	-11
12738554	1261446	2454844	-7
