B699_CUBIC_BLOCKS_V1	3	11	216	13	14000001	65	8833017	157	126
65	1	19	-5
67	2	19	3
70	0	20	1
71	0	20	3
72	3	21	-3
76	2	22	-6
79	3	23	7
83	3	24	-3
87	2	25	9
90	3	26	3
94	4	27	3
99	5	29	-5
105	5	31	11
111	6	33	-3
118	7	35	11
126	8	37	-5
135	9	40	8
145	10	43	-13
156	10	46	-13
167	13	50	-10
181	14	54	-11
196	17	59	-11
214	18	64	7
233	20	70	-3
254	22	76	1
277	23	83	13
301	28	91	1
330	30	100	9
361	34	109	-11
396	39	120	1
436	43	132	-2
480	46	145	-3
527	53	160	4
581	58	176	13
640	64	194	2
705	72	214	-5
778	79	236	10
858	89	261	11
948	99	288	9
1048	111	319	7
1160	123	353	-9
1284	136	391	11
1421	152	433	13
1574	169	480	8
1744	186	531	-6
1931	209	589	10
2141	232	653	-1
2374	258	724	-13
2633	287	803	-1
2921	319	891	9
3241	354	989	-11
3596	393	1097	10
3990	435	1217	2
4426	486	1351	-4
4913	540	1499	-1
5454	601	1665	2
6056	666	1848	2
6723	740	2052	1
7464	824	2279	-8
8289	916	2531	-9
9206	1017	2811	3
10224	1131	3122	8
11356	1255	3467	-8
12612	1396	3851	8
14009	1551	4278	-8
15561	1722	4752	-9
17284	1913	5278	-11
19198	2128	5863	3
21327	2364	6513	-7
23692	2626	7235	2
26319	2919	8038	5
29239	3242	8929	-1
32482	3602	9920	3
36085	4003	11020	5
40089	4448	12243	-5
44538	4942	13602	-5
49481	5490	15112	-1
54972	6101	16789	-2
61074	6780	18653	4
67855	7532	20724	7
75388	8371	23025	-7
83760	9300	25582	-3
93061	10334	28423	-4
103396	11482	31580	-9
114879	12758	35087	-11
127638	14175	38984	-5
141814	15751	43314	11
157566	17501	48125	-7
175068	19446	53471	8
194515	21606	59411	-8
216122	24008	66011	7
240131	26672	73344	-11
266804	29639	81491	-2
296444	32932	90544	-11
329377	36591	100603	-11
365969	40658	111780	9
406628	45174	124198	-5
451803	50195	137997	7
501999	55770	153328	6
557770	61969	170363	2
619740	68855	189291	9
688596	76504	210322	9
765101	85006	233690	-13
850108	94450	259654	3
944559	104945	288503	-11
1049505	116605	320557	1
1166111	129562	356173	-9
1295674	143957	395747	9
1439632	159952	439717	4
1599585	177726	488573	13
1777312	197472	542857	13
1974785	219414	603173	11
2194200	243794	670191	5
2437995	270883	744655	11
2708879	300980	827393	3
3009860	334422	919324	5
3344283	371581	1021470	5
3715865	412868	1134965	7
4128734	458742	1261071	-6
4587477	509713	1401188	-12
5097191	566348	1556874	1
5663540	629277	1729859	1
6292818	699196	1922064	6
6992015	776884	2135625	8
7768900	863205	2372916	-13
8632106	200911	2636571	-1
