B699_CUBIC_BLOCKS_V1	2	5	216	13	14000001	91	14000000	139	129
91	1	25	8
93	1	25	-7
95	1	26	-6
97	2	26	7
100	0	27	-13
101	2	27	-3
104	2	28	3
107	3	29	-11
111	4	30	-2
116	5	32	-4
122	5	33	4
128	6	35	-2
135	6	37	11
142	7	39	-10
150	7	41	10
158	10	44	-1
169	9	47	-7
179	12	50	1
192	14	54	-1
207	14	58	8
222	16	62	7
239	17	67	-13
257	20	72	13
278	20	78	8
299	23	84	9
323	27	91	3
351	29	99	-8
381	31	108	3
413	36	117	13
450	42	128	-7
493	46	140	7
540	51	153	-7
592	57	168	-1
650	63	185	-11
714	68	203	-9
783	77	223	-5
861	87	246	-2
949	97	271	3
1047	108	299	11
1156	118	330	11
1275	132	364	11
1408	148	403	-2
1557	164	445	2
1722	182	493	1
1905	202	545	-5
2108	226	604	8
2335	251	669	5
2587	278	741	1
2866	309	821	5
3176	344	910	7
3521	382	1009	9
3904	424	1119	-6
4329	472	1241	-4
4802	524	1377	-5
5327	581	1528	-5
5909	647	1695	6
6557	720	1881	-8
7278	799	2088	3
8078	890	2318	5
8969	987	2574	7
9957	1094	2857	12
11052	1220	3172	-2
12273	1354	3522	13
13628	1504	3911	11
15133	1673	4343	3
16807	1857	4824	6
18665	2064	5357	-10
20730	2293	5950	-5
23024	2550	6609	-9
25575	2832	7341	-11
28408	3148	8155	-2
31557	3498	9059	-5
35056	3884	10064	-2
38941	4318	11179	-7
43260	4794	12419	-1
48055	5330	13796	9
53386	5922	15326	-5
59309	6581	17027	5
65891	7313	18917	11
73205	8125	21017	2
81331	9028	23350	5
90360	10030	25942	7
100391	11142	28822	11
111534	12384	32022	10
123919	13760	35578	4
137680	15289	39529	11
152970	16987	43919	-11
169958	18874	48796	-11
188833	20973	54216	-7
209807	23304	60238	-5
233112	25893	66929	-8
259006	28770	74364	-4
287777	31967	82624	-1
319745	35518	91803	7
355264	39464	102001	-5
394729	43850	113332	9
438580	48721	125922	-7
487302	54136	139911	-7
541439	60151	155455	6
601591	66835	172726	-10
668427	74261	191916	-6
742689	82512	213238	-11
825202	91680	236928	-7
916883	101868	263252	6
1018752	113185	292500	11
1131938	125763	324998	3
1257702	139736	361107	-5
1397439	155261	401228	12
1552701	172513	445806	-7
1725215	191679	495338	7
1916895	212978	550373	-11
2129874	236644	611523	-6
2366519	262938	679468	-1
2629458	292152	754962	4
2921611	324615	838845	-9
3246227	360683	932048	-1
3606911	400757	1035606	3
4007669	445288	1150671	1
4452958	494763	1278521	-11
4947722	549737	1420577	-5
5497460	610820	1578416	-8
6108281	678688	1753794	7
6786970	754099	1948658	12
7541070	837884	2165173	11
8378955	930986	2405745	1
9309942	1034429	2673048	-3
10344372	1149367	2970051	-7
11493740	1277074	3300055	5
12770815	1229185	3666725	6
