B699_CUBIC_BLOCKS_V1	2	7	216	13	14000001	111	14000000	169	123
111	4	25	-1
116	4	26	-9
121	3	27	13
125	3	28	-4
129	4	29	8
134	5	30	-2
140	6	32	7
147	7	33	-5
155	7	35	-9
163	9	37	11
173	8	40	3
182	11	42	7
194	13	45	-5
208	14	48	-5
223	14	52	13
238	18	55	9
257	21	60	8
279	23	65	-4
303	25	71	-10
329	28	77	7
358	31	84	-11
390	34	91	-4
425	38	100	-1
464	41	109	13
506	47	119	11
554	52	130	-1
607	57	143	-4
665	64	156	7
730	72	172	-8
803	80	189	-4
884	91	209	-11
976	99	230	-5
1076	110	254	-8
1187	122	280	-6
1310	138	310	2
1449	153	343	1
1603	169	379	-6
1773	189	420	3
1963	209	465	-12
2173	232	515	13
2406	256	570	11
2663	285	631	1
2949	318	699	10
3268	355	775	1
3624	394	859	-2
4019	437	953	-5
4457	487	1057	3
4945	541	1173	-5
5487	599	1302	9
6087	667	1444	3
6755	741	1603	-8
7497	824	1779	-11
8322	916	1975	6
9239	1018	2193	-8
10258	1132	2435	-9
11391	1257	2704	-2
12649	1396	3002	-1
14046	1552	3334	6
15599	1725	3703	13
17325	1917	4113	1
19243	2125	4568	-7
21369	2365	5073	13
23735	2628	5635	-2
26364	2920	6259	-11
29285	3245	6953	-12
32531	3606	7724	-5
36138	4006	8580	-11
40145	4450	9532	13
44596	4946	10589	13
49543	5496	11764	-4
55040	6107	13069	-2
61148	6784	14519	-10
67933	7536	16131	-1
75470	8377	17921	11
83848	9308	19910	5
93157	10342	22121	9
103500	11491	24577	3
114992	12768	27306	-10
127761	14186	30338	6
141948	15763	33707	-8
157712	17516	37451	-1
175229	19461	41610	1
194691	21621	46232	10
216313	24027	51367	-3
240341	26694	57073	13
267036	29662	63412	9
296699	32957	70456	1
329657	36621	78283	9
366279	40688	86979	9
406968	45209	96642	3
452178	50233	107378	6
502412	55813	119307	-3
558226	62016	132561	3
620243	68904	147289	-1
689148	76564	163652	-3
765713	85069	181834	13
850783	94520	202035	-3
945304	105024	224481	13
1050329	116695	249422	-2
1167025	129660	277134	8
1296686	144066	307924	-5
1440753	160072	342136	7
1600826	177861	380149	6
1778688	197623	422386	13
1976312	219581	469316	2
2195894	243980	521461	-7
2439875	271088	579399	4
2710964	301208	643775	-5
3012173	334677	715304	11
3346851	371863	794780	-4
3718715	413180	883087	-1
4131896	459090	981206	-2
4590987	510101	1090227	7
5101089	566779	1211362	-1
5667869	629754	1345956	12
6297624	699728	1495505	-13
6997353	777474	1661670	7
7774828	863859	1846298	-7
8638688	959844	2051440	8
9598533	1066495	2279376	-12
10665029	1184995	2532639	13
11850025	1316658	2814041	-7
13166684	833316	3126710	-5
